School ID,School Name,City,State,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested
02M439,Manhattan Village Academy,Manhattan,NY,415,7.20%,9.60%,67.20%,7.20%,522,479,510,98.80%
02M438,International High School at Union Square,Manhattan,NY,353,9.90%,14.20%,45.30%,30.60%,403,330,316,53.20%
02M437,Hudson High School of Learning Technologies,Manhattan,NY,483,3.30%,29.20%,59.40%,6.40%,378,407,388,71.80%
02M427,Manhattan Academy for Arts and Language,Manhattan,NY,334,1.50%,4.80%,91.30%,2.40%,350,334,321,46.10%
02M425,Leadership and Public Service High School,Manhattan,NY,699,4.40%,27.90%,61.90%,3.90%,390,396,392,54.90%
02M420,High School for Health Professions and Human Services,Manhattan,NY,1664,7.30%,18.90%,50.90%,22.40%,452,445,430,86.90%
02M419,Landmark High School,Manhattan,NY,355,1.70%,24.20%,68.50%,3.70%,386,386,386,30.60%
02M418,Millennium High School,Manhattan,NY,659,32.80%,7.60%,18.20%,38.40%,577,560,567,94.00%
02M416,Eleanor Roosevelt High School,Manhattan,NY,541,61.40%,4.40%,10.90%,20.10%,641,617,631,86.00%
02M414,NYC Museum School,Manhattan,NY,471,12.10%,12.70%,39.70%,34.20%,560,530,522,90.00%
02M413,School of the Future High School,Manhattan,NY,713,35.90%,11.70%,30.40%,14.40%,534,533,522,89.90%
02M412,NYC Lab School for Collaborative Studies,Manhattan,NY,587,46.00%,6.00%,15.50%,27.60%,595,550,555,79.80%
02M411,Baruch College Campus High School,Manhattan,NY,451,22.80%,6.20%,14.90%,54.80%,592,526,531,94.30%
02M408,Professional Performing Arts High School,Manhattan,NY,536,42.90%,26.20%,22.30%,2.50%,496,520,516,72.20%
02M407,Institute for Collaborative Education,Manhattan,NY,482,56.50%,14.10%,14.90%,5.80%,501,550,541,78.60%
02M400,High School for Environmental Studies,Manhattan,NY,1301,6.60%,14.70%,62.90%,15.10%,469,454,444,74.00%
02M399,High School for Language and Diplomacy,Manhattan,NY,437,5.70%,20.40%,40.30%,31.10%,446,433,411,70.20%
02M393,Business of Sports School,Manhattan,NY,449,1.60%,35.40%,59.50%,2.20%,395,386,371,67.50%
02M392,Manhattan Business Academy,Manhattan,NY,438,3.90%,28.10%,62.10%,3.40%,410,407,399,69.70%
02M376,NYC iSchool,Manhattan,NY,442,28.70%,19.90%,39.80%,8.60%,518,515,503,96.00%
02M374,Gramercy Arts High School,Manhattan,NY,530,5.80%,42.50%,44.20%,3.60%,446,459,455,79.60%
02M316,Urban Assembly School of Business for Young Women,Manhattan,NY,405,2.20%,52.80%,39.30%,3.50%,418,420,417,75.00%
02M308,Lower Manhattan Arts Academy,Manhattan,NY,383,3.10%,28.20%,56.90%,8.60%,418,428,415,65.10%
02M305,Urban Assembly Academy of Government and Law,Manhattan,NY,329,2.70%,41.90%,49.20%,5.80%,389,395,381,80.80%
02M303,Facing History School,Manhattan,NY,406,2.20%,27.30%,67.50%,1.70%,366,356,371,57.30%
02M300,Urban Assembly School of Design and Construction,Manhattan,NY,414,3.40%,29.50%,59.20%,6.00%,445,417,403,60.60%
02M298,Pace High School,Manhattan,NY,423,1.90%,28.10%,45.40%,13.70%,430,435,427,87.80%
02M296,High School of Hospitality Management,Manhattan,NY,424,1.70%,21.00%,71.20%,5.00%,451,433,424,56.20%
02M294,Essex Street Academy,Manhattan,NY,358,11.70%,38.50%,41.30%,5.90%,395,411,387,78.90%
02M288,Food and Finance High School,Manhattan,NY,427,3.00%,39.60%,52.20%,4.70%,428,435,421,52.00%
01M696,Bard High School Early College,Manhattan,NY,545,45.30%,17.20%,18.70%,17.10%,634,641,639,70.80%
01M539,"New Explorations into Science, Technology and Math High School",Manhattan,NY,1735,28.60%,13.30%,18.00%,38.50%,657,601,601,91.00%
01M509,Marta Valle High School,Manhattan,NY,363,2.50%,39.90%,51.20%,5.80%,438,413,394,35.60%
01M450,East Side Community School,Manhattan,NY,666,8.30%,22.10%,57.90%,9.40%,454,428,445,85.20%
01M448,University Neighborhood High School,Manhattan,NY,304,3.30%,25.00%,41.10%,29.90%,437,355,352,69.90%
01M292,Henry Street School for International Studies,Manhattan,NY,255,3.90%,24.40%,56.60%,13.20%,410,406,381,59.70%
